period,电厂名称,机组编号,第1段出力(MW),第1段报价(元/MWh),第2段出力(MW),第2段报价(元/MWh),第3段出力(MW),第3段报价(元/MWh)
19,金陵电厂,#2机组,120.0,290.000,130.0,330.000,,
19,龙潭电厂,#1机组,100.0,320.000,0.0,390.000,,
19,龙潭电厂,#2机组,0.0,370.000,,,,
19,龙潭电厂,#3机组,0.0,410.000,,,,
20,金陵电厂,#1机组,150.0,270.000,90.0,300.000,29.7,350.000
20,金陵电厂,#2机组,120.0,290.000,130.0,330.000,,
20,龙潭电厂,#1机组,100.0,320.000,0.0,390.000,,
20,龙潭电厂,#2机组,0.0,370.000,,,,
20,龙潭电厂,#3机组,0.0,410.000,,,,
21,金陵电厂,#1机组,150.0,270.000,90.0,300.000,48.7,350.000
21,金陵电厂,#2机组,120.0,290.000,130.0,330.000,,
21,龙潭电厂,#1机组,100.0,320.000,0.0,390.000,,
21,龙潭电厂,#2机组,0.0,370.000,,,,
21,龙潭电厂,#3机组,0.0,410.000,,,,
22,金陵电厂,#1机组,150.0,270.000,90.0,300.000,70.2,350.000
22,金陵电厂,#2机组,120.0,290.000,130.0,330.000,,
22,龙潭电厂,#1机组,100.0,320.000,0.0,390.000,,
22,龙潭电厂,#2机组,0.0,370.000,,,,
22,龙潭电厂,#3机组,0.0,410.000,,,,
23,金陵电厂,#1机组,150.0,270.000,90.0,300.000,90.0,350.000
23,金陵电厂,#2机组,120.0,290.000,130.0,330.000,,
23,龙潭电厂,#1机组,100.0,320.000,0.0,390.000,,
23,龙潭电厂,#2机组,4.2,370.000,,,,
23,龙潭电厂,#3机组,0.0,410.000,,,,
24,金陵电厂,#1机组,150.0,270.000,90.0,300.000,90.0,350.000
24,金陵电厂,#2机组,120.0,290.000,130.0,330.000,,
24,龙潭电厂,#1机组,100.0,320.000,0.0,390.000,,
24,龙潭电厂,#2机组,29.8,370.000,,,,
24,龙潭电厂,#3机组,0.0,410.000,,,,
25,金陵电厂,#1机组,150.0,270.000,90.0,300.000,90.0,350.000
25,金陵电厂,#2机组,120.0,290.000,130.0,330.000,,
25,龙潭电厂,#1机组,100.0,320.000,0.0,390.000,,
25,龙潭电厂,#2机组,56.6,370.000,,,,
25,龙潭电厂,#3机组,0.0,410.000,,,,
26,金陵电厂,#1机组,150.0,270.000,90.0,300.000,90.0,350.000
26,金陵电厂,#2机组,120.0,290.000,130.0,330.000,,
26,龙潭电厂,#1机组,100.0,320.000,0.0,390.000,,
26,龙潭电厂,#2机组,83.7,370.000,,,,
26,龙潭电厂,#3机组,0.0,410.000,,,,
27,金陵电厂,#1机组,150.0,270.000,90.0,300.000,90.0,350.000
27,金陵电厂,#2机组,120.0,290.000,130.0,330.000,,
27,龙潭电厂,#1机组,100.0,320.000,0.0,390.000,,
27,龙潭电厂,#2机组,109.9,370.000,,,,
27,龙潭电厂,#3机组,0.0,410.000,,,,
28,金陵电厂,#1机组,150.0,270.000,90.0,300.000,90.0,350.000
28,金陵电厂,#2机组,120.0,290.000,130.0,330.000,,
28,龙潭电厂,#1机组,100.0,320.000,24.2,390.000,,
28,龙潭电厂,#2机组,110.0,370.000,,,,
28,龙潭电厂,#3机组,0.0,410.000,,,,
29,金陵电厂,#1机组,150.0,270.000,90.0,300.000,90.0,350.000
29,金陵电厂,#2机组,120.0,290.000,130.0,330.000,,
29,龙潭电厂,#1机组,100.0,320.000,45.4,390.000,,
29,龙潭电厂,#2机组,110.0,370.000,,,,
29,龙潭电厂,#3机组,0.0,410.000,,,,
30,金陵电厂,#1机组,150.0,270.000,90.0,300.000,90.0,350.000
30,金陵电厂,#2机组,120.0,290.000,130.0,330.000,,
30,龙潭电厂,#1机组,100.0,320.000,62.3,390.000,,
30,龙潭电厂,#2机组,110.0,370.000,,,,
30,龙潭电厂,#3机组,0.0,410.000,,,,
31,金陵电厂,#1机组,150.0,270.000,90.0,300.000,90.0,350.000
31,金陵电厂,#2机组,120.0,290.000,130.0,330.000,,
31,龙潭电厂,#1机组,100.0,320.000,74.5,390.000,,
31,龙潭电厂,#2机组,110.0,370.000,,,,
31,龙潭电厂,#3机组,0.0,410.000,,,,
32,金陵电厂,#1机组,150.0,270.000,90.0,300.000,90.0,350.000
32,金陵电厂,#2机组,120.0,290.000,130.0,330.000,,
32,龙潭电厂,#1机组,100.0,320.000,80.0,390.000,,
32,龙潭电厂,#2机组,110.0,370.000,,,,
32,龙潭电厂,#3机组,1.1,410.000,,,,
33,金陵电厂,#1机组,150.0,270.000,90.0,300.000,90.0,350.000
33,金陵电厂,#2机组,120.0,290.000,130.0,330.000,,
33,龙潭电厂,#1机组,100.0,320.000,80.0,390.000,,
33,龙潭电厂,#2机组,110.0,370.000,,,,
33,龙潭电厂,#3机组,2.2,410.000,,,,
34,金陵电厂,#1机组,150.0,270.000,90.0,300.000,90.0,350.000
34,金陵电厂,#2机组,120.0,290.000,130.0,330.000,,
34,龙潭电厂,#1机组,100.0,320.000,77.7,390.000,,
34,龙潭电厂,#2机组,110.0,370.000,,,,
34,龙潭电厂,#3机组,0.0,410.000,,,,
35,金陵电厂,#1机组,150.0,270.000,90.0,300.000,90.0,350.000
35,金陵电厂,#2机组,120.0,290.000,130.0,330.000,,
35,龙潭电厂,#1机组,100.0,320.000,68.5,390.000,,
35,龙潭电厂,#2机组,110.0,370.000,,,,
35,龙潭电厂,#3机组,0.0,410.000,,,,
36,金陵电厂,#1机组,150.0,270.000,90.0,300.000,90.0,350.000
36,金陵电厂,#2机组,120.0,290.000,130.0,330.000,,
36,龙潭电厂,#1机组,100.0,320.000,55.1,390.000,,
36,龙潭电厂,#2机组,110.0,370.000,,,,
36,龙潭电厂,#3机组,0.0,410.000,,,,
37,金陵电厂,#1机组,150.0,270.000,90.0,300.000,90.0,350.000
37,金陵电厂,#2机组,120.0,290.000,130.0,330.000,,
37,龙潭电厂,#1机组,100.0,320.000,38.6,390.000,,
37,龙潭电厂,#2机组,110.0,370.000,,,,
37,龙潭电厂,#3机组,0.0,410.000,,,,
38,金陵电厂,#1机组,150.0,270.000,90.0,300.000,90.0,350.000
38,金陵电厂,#2机组,120.0,290.000,130.0,330.000,,
38,龙潭电厂,#1机组,100.0,320.000,20.2,390.000,,
38,龙潭电厂,#2机组,110.0,370.000,,,,
38,龙潭电厂,#3机组,0.0,410.000,,,,
39,金陵电厂,#1机组,150.0,270.000,90.0,300.000,90.0,350.000
39,金陵电厂,#2机组,120.0,290.000,130.0,330.000,,
39,龙潭电厂,#1机组,100.0,320.000,1.0,390.000,,
39,龙潭电厂,#2机组,110.0,370.000,,,,
39,龙潭电厂,#3机组,0.0,410.000,,,,
40,金陵电厂,#1机组,150.0,270.000,90.0,300.000,90.0,350.000
40,金陵电厂,#2机组,120.0,290.000,130.0,330.000,,
40,龙潭电厂,#1机组,100.0,320.000,0.0,390.000,,
40,龙潭电厂,#2机组,91.9,370.000,,,,
40,龙潭电厂,#3机组,0.0,410.000,,,,
41,金陵电厂,#1机组,150.0,270.000,90.0,300.000,90.0,350.000
41,金陵电厂,#2机组,120.0,290.000,130.0,330.000,,
41,龙潭电厂,#1机组,100.0,320.000,0.0,390.000,,
41,龙潭电厂,#2机组,74.0,370.000,,,,
41,龙潭电厂,#3机组,0.0,410.000,,,,
42,金陵电厂,#1机组,150.0,270.000,90.0,300.000,90.0,350.000
42,金陵电厂,#2机组,120.0,290.000,130.0,330.000,,
42,龙潭电厂,#1机组,100.0,320.000,0.0,390.000,,
42,龙潭电厂,#2机组,57.8,370.000,,,,
42,龙潭电厂,#3机组,0.0,410.000,,,,
43,金陵电厂,#1机组,150.0,270.000,90.0,300.000,90.0,350.000
43,金陵电厂,#2机组,120.0,290.000,130.0,330.000,,
43,龙潭电厂,#1机组,100.0,320.000,0.0,390.000,,
43,龙潭电厂,#2机组,43.4,370.000,,,,
43,龙潭电厂,#3机组,0.0,410.000,,,,
44,金陵电厂,#1机组,150.0,270.000,90.0,300.000,90.0,350.000
44,金陵电厂,#2机组,120.0,290.000,130.0,330.000,,
44,龙潭电厂,#1机组,100.0,320.000,0.0,390.000,,
44,龙潭电厂,#2机组,31.5,370.000,,,,
44,龙潭电厂,#3机组,0.0,410.000,,,,
45,金陵电厂,#1机组,150.0,270.000,90.0,300.000,90.0,350.000
45,金陵电厂,#2机组,120.0,290.000,130.0,330.000,,
45,龙潭电厂,#1机组,100.0,320.000,0.0,390.000,,
45,龙潭电厂,#2机组,22.0,370.000,,,,
45,龙潭电厂,#3机组,0.0,410.000,,,,
46,金陵电厂,#1机组,150.0,270.000,90.0,300.000,90.0,350.000
46,金陵电厂,#2机组,120.0,290.000,130.0,330.000,,
46,龙潭电厂,#1机组,100.0,320.000,0.0,390.000,,
46,龙潭电厂,#2机组,14.5,370.000,,,,
46,龙潭电厂,#3机组,0.0,410.000,,,,
47,金陵电厂,#1机组,150.0,270.000,90.0,300.000,90.0,350.000
47,金陵电厂,#2机组,120.0,290.000,130.0,330.000,,
47,龙潭电厂,#1机组,100.0,320.000,0.0,390.000,,
47,龙潭电厂,#2机组,8.9,370.000,,,,
47,龙潭电厂,#3机组,0.0,410.000,,,,
48,金陵电厂,#1机组,150.0,270.000,90.0,300.000,90.0,350.000
48,金陵电厂,#2机组,120.0,290.000,130.0,330.000,,
48,龙潭电厂,#1机组,100.0,320.000,0.0,390.000,,
48,龙潭电厂,#2机组,4.9,370.000,,,,
48,龙潭电厂,#3机组,0.0,410.000,,,,
49,金陵电厂,#1机组,150.0,270.000,90.0,300.000,90.0,350.000
49,金陵电厂,#2机组,120.0,290.000,130.0,330.000,,
49,龙潭电厂,#1机组,100.0,320.000,0.0,390.000,,
49,龙潭电厂,#2机组,2.3,370.000,,,,
49,龙潭电厂,#3机组,0.0,410.000,,,,
50,金陵电厂,#1机组,150.0,270.000,90.0,300.000,90.0,350.000
50,金陵电厂,#2机组,120.0,290.000,130.0,330.000,,
50,龙潭电厂,#1机组,100.0,320.000,0.0,390.000,,
50,龙潭电厂,#2机组,0.5,370.000,,,,
50,龙潭电厂,#3机组,0.0,410.000,,,,
51,金陵电厂,#1机组,150.0,270.000,90.0,300.000,89.5,350.000
51,金陵电厂,#2机组,120.0,290.000,130.0,330.000,,
51,龙潭电厂,#1机组,100.0,320.000,0.0,390.000,,
51,龙潭电厂,#2机组,0.0,370.000,,,,
51,龙潭电厂,#3机组,0.0,410.000,,,,
52,金陵电厂,#1机组,150.0,270.000,90.0,300.000,89.0,350.000
52,金陵电厂,#2机组,120.0,290.000,130.0,330.000,,
52,龙潭电厂,#1机组,100.0,320.000,0.0,390.000,,
52,龙潭电厂,#2机组,0.0,370.000,,,,
52,龙潭电厂,#3机组,0.0,410.000,,,,
53,金陵电厂,#1机组,150.0,270.000,90.0,300.000,89.0,350.000
53,金陵电厂,#2机组,120.0,290.000,130.0,330.000,,
53,龙潭电厂,#1机组,100.0,320.000,0.0,390.000,,
53,龙潭电厂,#2机组,0.0,370.000,,,,
53,龙潭电厂,#3机组,0.0,410.000,,,,
54,金陵电厂,#1机组,150.0,270.000,90.0,300.000,89.4,350.000
54,金陵电厂,#2机组,120.0,290.000,130.0,330.000,,
54,龙潭电厂,#1机组,100.0,320.000,0.0,390.000,,
54,龙潭电厂,#2机组,0.0,370.000,,,,
54,龙潭电厂,#3机组,0.0,410.000,,,,
55,金陵电厂,#1机组,150.0,270.000,90.0,300.000,90.0,350.000
55,金陵电厂,#2机组,120.0,290.000,130.0,330.000,,
55,龙潭电厂,#1机组,100.0,320.000,0.0,390.000,,
55,龙潭电厂,#2机组,0.3,370.000,,,,
55,龙潭电厂,#3机组,0.0,410.000,,,,
56,金陵电厂,#1机组,150.0,270.000,90.0,300.000,90.0,350.000
56,金陵电厂,#2机组,120.0,290.000,130.0,330.000,,
56,龙潭电厂,#1机组,100.0,320.000,0.0,390.000,,
56,龙潭电厂,#2机组,1.8,370.000,,,,
56,龙潭电厂,#3机组,0.0,410.000,,,,
57,金陵电厂,#1机组,150.0,270.000,90.0,300.000,90.0,350.000
57,金陵电厂,#2机组,120.0,290.000,130.0,330.000,,
57,龙潭电厂,#1机组,100.0,320.000,0.0,390.000,,
57,龙潭电厂,#2机组,4.2,370.000,,,,
57,龙潭电厂,#3机组,0.0,410.000,,,,
58,金陵电厂,#1机组,150.0,270.000,90.0,300.000,90.0,350.000
58,金陵电厂,#2机组,120.0,290.000,130.0,330.000,,
58,龙潭电厂,#1机组,100.0,320.000,0.0,390.000,,
58,龙潭电厂,#2机组,7.4,370.000,,,,
58,龙潭电厂,#3机组,0.0,410.000,,,,
59,金陵电厂,#1机组,150.0,270.000,90.0,300.000,90.0,350.000
59,金陵电厂,#2机组,120.0,290.000,130.0,330.000,,
59,龙潭电厂,#1机组,100.0,320.000,0.0,390.000,,
59,龙潭电厂,#2机组,11.9,370.000,,,,
59,龙潭电厂,#3机组,0.0,410.000,,,,
60,金陵电厂,#1机组,150.0,270.000,90.0,300.000,90.0,350.000
60,金陵电厂,#2机组,120.0,290.000,130.0,330.000,,
60,龙潭电厂,#1机组,100.0,320.000,0.0,390.000,,
60,龙潭电厂,#2机组,17.8,370.000,,,,
60,龙潭电厂,#3机组,0.0,410.000,,,,
61,金陵电厂,#1机组,150.0,270.000,90.0,300.000,90.0,350.000
61,金陵电厂,#2机组,120.0,290.000,130.0,330.000,,
61,龙潭电厂,#1机组,100.0,320.000,0.0,390.000,,
61,龙潭电厂,#2机组,25.5,370.000,,,,
61,龙潭电厂,#3机组,0.0,410.000,,,,
62,金陵电厂,#1机组,150.0,270.000,90.0,300.000,90.0,350.000
62,金陵电厂,#2机组,120.0,290.000,130.0,330.000,,
62,龙潭电厂,#1机组,100.0,320.000,0.0,390.000,,
62,龙潭电厂,#2机组,35.1,370.000,,,,
62,龙潭电厂,#3机组,0.0,410.000,,,,
63,金陵电厂,#1机组,150.0,270.000,90.0,300.000,90.0,350.000
63,金陵电厂,#2机组,120.0,290.000,130.0,330.000,,
63,龙潭电厂,#1机组,100.0,320.000,0.0,390.000,,
63,龙潭电厂,#2机组,46.7,370.000,,,,
63,龙潭电厂,#3机组,0.0,410.000,,,,
64,金陵电厂,#1机组,150.0,270.000,90.0,300.000,90.0,350.000
64,金陵电厂,#2机组,120.0,290.000,130.0,330.000,,
64,龙潭电厂,#1机组,100.0,320.000,0.0,390.000,,
64,龙潭电厂,#2机组,60.5,370.000,,,,
64,龙潭电厂,#3机组,0.0,410.000,,,,
65,金陵电厂,#1机组,150.0,270.000,90.0,300.000,90.0,350.000
65,金陵电厂,#2机组,120.0,290.000,130.0,330.000,,
65,龙潭电厂,#1机组,100.0,320.000,0.0,390.000,,
65,龙潭电厂,#2机组,76.1,370.000,,,,
65,龙潭电厂,#3机组,0.0,410.000,,,,
66,金陵电厂,#1机组,150.0,270.000,90.0,300.000,90.0,350.000
66,金陵电厂,#2机组,120.0,290.000,130.0,330.000,,
66,龙潭电厂,#1机组,100.0,320.000,0.0,390.000,,
66,龙潭电厂,#2机组,93.5,370.000,,,,
66,龙潭电厂,#3机组,0.0,410.000,,,,
67,金陵电厂,#1机组,150.0,270.000,90.0,300.000,90.0,350.000
67,金陵电厂,#2机组,120.0,290.000,130.0,330.000,,
67,龙潭电厂,#1机组,100.0,320.000,2.2,390.000,,
67,龙潭电厂,#2机组,110.0,370.000,,,,
67,龙潭电厂,#3机组,0.0,410.000,,,,
68,金陵电厂,#1机组,150.0,270.000,90.0,300.000,90.0,350.000
68,金陵电厂,#2机组,120.0,290.000,130.0,330.000,,
68,龙潭电厂,#1机组,100.0,320.000,21.6,390.000,,
68,龙潭电厂,#2机组,110.0,370.000,,,,
68,龙潭电厂,#3机组,0.0,410.000,,,,
69,金陵电厂,#1机组,150.0,270.000,90.0,300.000,90.0,350.000
69,金陵电厂,#2机组,120.0,290.000,130.0,330.000,,
69,龙潭电厂,#1机组,100.0,320.000,41.2,390.000,,
69,龙潭电厂,#2机组,110.0,370.000,,,,
69,龙潭电厂,#3机组,0.0,410.000,,,,
70,金陵电厂,#1机组,150.0,270.000,90.0,300.000,90.0,350.000
70,金陵电厂,#2机组,120.0,290.000,130.0,330.000,,
70,龙潭电厂,#1机组,100.0,320.000,60.2,390.000,,
70,龙潭电厂,#2机组,110.0,370.000,,,,
70,龙潭电厂,#3机组,0.0,410.000,,,,
71,金陵电厂,#1机组,150.0,270.000,90.0,300.000,90.0,350.000
71,金陵电厂,#2机组,120.0,290.000,130.0,330.000,,
71,龙潭电厂,#1机组,100.0,320.000,77.9,390.000,,
71,龙潭电厂,#2机组,110.0,370.000,,,,
71,龙潭电厂,#3机组,0.0,410.000,,,,
72,金陵电厂,#1机组,150.0,270.000,90.0,300.000,90.0,350.000
72,金陵电厂,#2机组,120.0,290.000,130.0,330.000,,
72,龙潭电厂,#1机组,100.0,320.000,80.0,390.000,,
72,龙潭电厂,#2机组,110.0,370.000,,,,
72,龙潭电厂,#3机组,13.3,410.000,,,,
73,金陵电厂,#1机组,150.0,270.000,90.0,300.000,90.0,350.000
73,金陵电厂,#2机组,120.0,290.000,130.0,330.000,,
73,龙潭电厂,#1机组,100.0,320.000,80.0,390.000,,
73,龙潭电厂,#2机组,110.0,370.000,,,,
73,龙潭电厂,#3机组,25.5,410.000,,,,
74,金陵电厂,#1机组,150.0,270.000,90.0,300.000,90.0,350.000
74,金陵电厂,#2机组,120.0,290.000,130.0,330.000,,
74,龙潭电厂,#1机组,100.0,320.000,80.0,390.000,,
74,龙潭电厂,#2机组,110.0,370.000,,,,
74,龙潭电厂,#3机组,34.2,410.000,,,,
75,金陵电厂,#1机组,150.0,270.000,90.0,300.000,90.0,350.000
75,金陵电厂,#2机组,120.0,290.000,130.0,330.000,,
75,龙潭电厂,#1机组,100.0,320.000,80.0,390.000,,
75,龙潭电厂,#2机组,110.0,370.000,,,,
75,龙潭电厂,#3机组,38.6,410.000,,,,
76,金陵电厂,#1机组,150.0,270.000,90.0,300.000,90.0,350.000
76,金陵电厂,#2机组,120.0,290.000,130.0,330.000,,
76,龙潭电厂,#1机组,100.0,320.000,80.0,390.000,,
76,龙潭电厂,#2机组,110.0,370.000,,,,
76,龙潭电厂,#3机组,38.6,410.000,,,,
77,金陵电厂,#1机组,150.0,270.000,90.0,300.000,90.0,350.000
77,金陵电厂,#2机组,120.0,290.000,130.0,330.000,,
77,龙潭电厂,#1机组,100.0,320.000,80.0,390.000,,
77,龙潭电厂,#2机组,110.0,370.000,,,,
77,龙潭电厂,#3机组,33.7,410.000,,,,
78,金陵电厂,#1机组,150.0,270.000,90.0,300.000,90.0,350.000
78,金陵电厂,#2机组,120.0,290.000,130.0,330.000,,
78,龙潭电厂,#1机组,100.0,320.000,80.0,390.000,,
78,龙潭电厂,#2机组,110.0,370.000,,,,
78,龙潭电厂,#3机组,24.5,410.000,,,,
79,金陵电厂,#1机组,150.0,270.000,90.0,300.000,90.0,350.000
79,金陵电厂,#2机组,120.0,290.000,130.0,330.000,,
79,龙潭电厂,#1机组,100.0,320.000,80.0,390.000,,
79,龙潭电厂,#2机组,110.0,370.000,,,,
79,龙潭电厂,#3机组,11.0,410.000,,,,
80,金陵电厂,#1机组,150.0,270.000,90.0,300.000,90.0,350.000
80,金陵电厂,#2机组,120.0,290.000,130.0,330.000,,
80,龙潭电厂,#1机组,100.0,320.000,73.7,390.000,,
80,龙潭电厂,#2机组,110.0,370.000,,,,
80,龙潭电厂,#3机组,0.0,410.000,,,,
81,金陵电厂,#1机组,150.0,270.000,90.0,300.000,90.0,350.000
81,金陵电厂,#2机组,120.0,290.000,130.0,330.000,,
81,龙潭电厂,#1机组,100.0,320.000,53.3,390.000,,
81,龙潭电厂,#2机组,110.0,370.000,,,,
81,龙潭电厂,#3机组,0.0,410.000,,,,
82,金陵电厂,#1机组,150.0,270.000,90.0,300.000,90.0,350.000
82,金陵电厂,#2机组,120.0,290.000,130.0,330.000,,
82,龙潭电厂,#1机组,100.0,320.000,30.7,390.000,,
82,龙潭电厂,#2机组,110.0,370.000,,,,
82,龙潭电厂,#3机组,0.0,410.000,,,,
83,金陵电厂,#1机组,150.0,270.000,90.0,300.000,90.0,350.000
83,金陵电厂,#2机组,120.0,290.000,130.0,330.000,,
83,龙潭电厂,#1机组,100.0,320.000,6.6,390.000,,
83,龙潭电厂,#2机组,110.0,370.000,,,,
83,龙潭电厂,#3机组,0.0,410.000,,,,
84,金陵电厂,#1机组,150.0,270.000,90.0,300.000,90.0,350.000
84,金陵电厂,#2机组,120.0,290.000,130.0,330.000,,
84,龙潭电厂,#1机组,100.0,320.000,0.0,390.000,,
84,龙潭电厂,#2机组,91.9,370.000,,,,
84,龙潭电厂,#3机组,0.0,410.000,,,,
85,金陵电厂,#1机组,150.0,270.000,90.0,300.000,90.0,350.000
85,金陵电厂,#2机组,120.0,290.000,130.0,330.000,,
85,龙潭电厂,#1机组,100.0,320.000,0.0,390.000,,
85,龙潭电厂,#2机组,67.3,370.000,,,,
85,龙潭电厂,#3机组,0.0,410.000,,,,
86,金陵电厂,#1机组,150.0,270.000,90.0,300.000,90.0,350.000
86,金陵电厂,#2机组,120.0,290.000,130.0,330.000,,
86,龙潭电厂,#1机组,100.0,320.000,0.0,390.000,,
86,龙潭电厂,#2机组,43.5,370.000,,,,
86,龙潭电厂,#3机组,0.0,410.000,,,,
87,金陵电厂,#1机组,150.0,270.000,90.0,300.000,90.0,350.000
87,金陵电厂,#2机组,120.0,290.000,130.0,330.000,,
87,龙潭电厂,#1机组,100.0,320.000,0.0,390.000,,
87,龙潭电厂,#2机组,21.1,370.000,,,,
87,龙潭电厂,#3机组,0.0,410.000,,,,
88,金陵电厂,#1机组,150.0,270.000,90.0,300.000,90.0,350.000
88,金陵电厂,#2机组,120.0,290.000,130.0,330.000,,
88,龙潭电厂,#1机组,100.0,320.000,0.0,390.000,,
88,龙潭电厂,#2机组,0.4,370.000,,,,
88,龙潭电厂,#3机组,0.0,410.000,,,,
